File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF782EKY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR600SCF	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22955/'], '@type': ['Target', 'Item'], 'name': 'SCMH1-human', 'label': 'SCMH1', '@id': '/targets/SCMH1-human/', 'title': 'SCMH1 (Homo sapiens)', 'investigated_as': ['chromatin remodeler'], 'uuid': '6089aadb-3e54-44b0-a74b-2890d063e737', 'status': 'released'}				SCMH1-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF470ENK/, /files/ENCFF356LFX/, /files/ENCFF163VDO/, /files/ENCFF072CDJ/	3715	ENCODE Processing Pipeline	063e120f64a8fac48cffd99f515d6848		https://www.encodeproject.org/files/ENCFF782EKY/@@download/ENCFF782EKY.bed.gz				released	s3://encode-public/2021/08/02/aca4bb06-2ac9-4f67-b13a-eefddcc4d8df/ENCFF782EKY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/aca4bb06-2ac9-4f67-b13a-eefddcc4d8df/ENCFF782EKY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, missing genetic modification reagents		
ENCFF647OBG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR830LDY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:MEIS2'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4212/'], '@type': ['Target', 'Item'], 'label': 'MEIS2', 'title': 'MEIS2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c96db038-5225-49df-bd0a-d212d7e0bd57', 'schema_version': '14', 'name': 'MEIS2-human', '@id': '/targets/MEIS2-human/', 'status': 'released'}				MEIS2-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF979HDL/, /files/ENCFF721XPX/, /files/ENCFF657NDS/, /files/ENCFF356LFX/	375585	ENCODE Processing Pipeline	75bb46871c376c14aafd8ad338153606		https://www.encodeproject.org/files/ENCFF647OBG/@@download/ENCFF647OBG.bed.gz				released	s3://encode-public/2021/08/02/66d122bb-33e6-4b19-943c-965d3d8ad428/ENCFF647OBG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/66d122bb-33e6-4b19-943c-965d3d8ad428/ENCFF647OBG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF680JFD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR710EFA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8463/'], '@type': ['Target', 'Item'], 'name': 'TEAD2-human', 'label': 'TEAD2', '@id': '/targets/TEAD2-human/', 'title': 'TEAD2 (Homo sapiens)', 'investigated_as': ['cofactor', 'transcription factor'], 'uuid': 'ded40ef5-dfec-4ed1-b8af-263c73bedc57', 'status': 'released'}				TEAD2-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF881RZV/, /files/ENCFF657NDS/, /files/ENCFF356LFX/, /files/ENCFF770ZAY/	63593	ENCODE Processing Pipeline	dec1a7f7a55f051528687bbe2fe880f9		https://www.encodeproject.org/files/ENCFF680JFD/@@download/ENCFF680JFD.bed.gz				released	s3://encode-public/2021/08/02/4a094d4c-9b3d-4020-b790-e0fe608c1717/ENCFF680JFD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/4a094d4c-9b3d-4020-b790-e0fe608c1717/ENCFF680JFD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	missing genetic modification reagents		
ENCFF804MKP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BVM	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NR2F2-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF430MNY/, /files/ENCFF356LFX/, /files/ENCFF379RHD/, /files/ENCFF434VWY/, /files/ENCFF485EPH/, /files/ENCFF884VBS/	328381	ENCODE Processing Pipeline	d47f4a861c40fab8d31ce136bc707512		https://www.encodeproject.org/files/ENCFF804MKP/@@download/ENCFF804MKP.bed.gz				released	s3://encode-public/2021/01/02/20e603bb-d8f7-4551-8a06-217ec63fcda3/ENCFF804MKP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/20e603bb-d8f7-4551-8a06-217ec63fcda3/ENCFF804MKP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, inconsistent platforms, borderline replicate concordance		
ENCFF714AQQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR363XHT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-398'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57801/'], '@type': ['Target', 'Item'], 'name': 'HES4-human', 'label': 'HES4', '@id': '/targets/HES4-human/', 'title': 'HES4 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '12c50963-4570-428d-88eb-261fb0bbbd72', 'status': 'released'}				HES4-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF429HKM/, /files/ENCFF356LFX/, /files/ENCFF954YHR/, /files/ENCFF024EMN/	242961	ENCODE Processing Pipeline	4f939716b3a1b1080fe183ba92162005		https://www.encodeproject.org/files/ENCFF714AQQ/@@download/ENCFF714AQQ.bed.gz				released	s3://encode-public/2021/08/02/f8bada9c-acf2-4ec7-80dd-e314b0c80b08/ENCFF714AQQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/f8bada9c-acf2-4ec7-80dd-e314b0c80b08/ENCFF714AQQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF594JNI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR658UQD	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/221302/'], '@type': ['Target', 'Item'], 'name': 'ZUFSP-human', 'label': 'ZUFSP', '@id': '/targets/ZUFSP-human/', 'title': 'ZUFSP (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6793132b-8820-4e30-bd53-82d7a0ae1873', 'status': 'released'}				ZUFSP-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF562LFW/, /files/ENCFF356LFX/, /files/ENCFF163VDO/, /files/ENCFF715AIO/	11249	ENCODE Processing Pipeline	8eaf017e562bd946c34adf3f9f43dfc7		https://www.encodeproject.org/files/ENCFF594JNI/@@download/ENCFF594JNI.bed.gz				released	s3://encode-public/2021/08/02/8bd19bdc-900a-4bf8-b59e-328a3345c127/ENCFF594JNI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/8bd19bdc-900a-4bf8-b59e-328a3345c127/ENCFF594JNI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, missing genetic modification reagents		
ENCFF157DSR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CEBPB-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF384ZEY/, /files/ENCFF772ZHK/, /files/ENCFF356LFX/, /files/ENCFF692KBO/	924549	ENCODE Processing Pipeline	f4717fbedcab1d2d3962451e189e593e		https://www.encodeproject.org/files/ENCFF157DSR/@@download/ENCFF157DSR.bed.gz				released	s3://encode-public/2021/01/01/b4d60d9b-a3ef-4432-9652-965a98507b63/ENCFF157DSR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/01/b4d60d9b-a3ef-4432-9652-965a98507b63/ENCFF157DSR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, borderline replicate concordance, low read length, improper control_type of control experiment		
ENCFF043FHJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DLQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										POLR2A-human	DNA						2011-03-17	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF343QJV/, /files/ENCFF390WNV/, /files/ENCFF386OKF/, /files/ENCFF062SCH/, /files/ENCFF356LFX/	416692	ENCODE Processing Pipeline	62cd04d9350410bcea8380a856bbf6a7		https://www.encodeproject.org/files/ENCFF043FHJ/@@download/ENCFF043FHJ.bed.gz				released	s3://encode-public/2021/01/02/189f7a1a-a5cb-40ce-aceb-157db0600ee6/ENCFF043FHJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/189f7a1a-a5cb-40ce-aceb-157db0600ee6/ENCFF043FHJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking	insufficient read depth, insufficient read length	
ENCFF032ZPF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BJN	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF580XZO/, /files/ENCFF209JAF/, /files/ENCFF293TQJ/, /files/ENCFF102EWF/, /files/ENCFF356LFX/	303220	ENCODE Processing Pipeline	2989a8fd81ab6babd10fa92324a11abf		https://www.encodeproject.org/files/ENCFF032ZPF/@@download/ENCFF032ZPF.bed.gz				released	s3://encode-public/2021/01/02/3d0469d6-73f5-41c7-b429-a74647634087/ENCFF032ZPF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/3d0469d6-73f5-41c7-b429-a74647634087/ENCFF032ZPF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, low read length		
ENCFF442AHG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR656RTA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-994'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84503/'], '@type': ['Target', 'Item'], 'name': 'ZNF527-human', 'label': 'ZNF527', '@id': '/targets/ZNF527-human/', 'title': 'ZNF527 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '84103c6e-f973-4f25-8f5b-c1f96cd2bd9a', 'status': 'released'}				ZNF527-human	DNA				formaldehyde		2022-10-03	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF294NEM/, /files/ENCFF282WCP/, /files/ENCFF597XRI/, /files/ENCFF356LFX/	188028	ENCODE Processing Pipeline	9f5a6ff62f990ab4e08ef47bdbb850e7		https://www.encodeproject.org/files/ENCFF442AHG/@@download/ENCFF442AHG.bed.gz				released	s3://encode-public/2022/09/28/4cf41d5b-a2bf-46f7-b398-96dffb06b81f/ENCFF442AHG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/28/4cf41d5b-a2bf-46f7-b398-96dffb06b81f/ENCFF442AHG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF938KVY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR642PQK	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6671/'], '@type': ['Target', 'Item'], 'name': 'SP4-human', 'label': 'SP4', '@id': '/targets/SP4-human/', 'title': 'SP4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '12b0cfaf-030a-49db-a139-a387f246c697', 'status': 'released'}				SP4-human	DNA				formaldehyde		2023-01-06	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF338PKT/, /files/ENCFF939LLI/, /files/ENCFF356LFX/, /files/ENCFF360VJC/	422889	ENCODE Processing Pipeline	4fa22400a7d35d31bff6247414758f41		https://www.encodeproject.org/files/ENCFF938KVY/@@download/ENCFF938KVY.bed.gz				released	s3://encode-public/2022/12/21/6d6bb13e-371d-48ef-8867-410f3b604322/ENCFF938KVY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/6d6bb13e-371d-48ef-8867-410f3b604322/ENCFF938KVY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF257JVF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR261EDU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										MNT-human	DNA						2016-07-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF853PVI/, /files/ENCFF439FKU/, /files/ENCFF423ZRC/, /files/ENCFF243SVA/, /files/ENCFF310JPC/, /files/ENCFF622QQU/	552742	ENCODE Processing Pipeline	3cb1d6aafb0e14f0f4031e1d97a54605		https://www.encodeproject.org/files/ENCFF257JVF/@@download/ENCFF257JVF.bed.gz				released	s3://encode-public/2021/02/11/c4d1260a-93ac-41f0-9b12-616660eca112/ENCFF257JVF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/11/c4d1260a-93ac-41f0-9b12-616660eca112/ENCFF257JVF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF651OAU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR268XPQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:TCF12'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6938/'], '@type': ['Target', 'Item'], 'label': 'TCF12', 'title': 'TCF12 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f65d9a3d-e0b4-47ce-9e0d-6a6515ba5cdc', 'schema_version': '14', 'name': 'TCF12-human', '@id': '/targets/TCF12-human/', 'status': 'released'}				TCF12-human	DNA				formaldehyde		2022-01-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF959XDT/, /files/ENCFF805GIT/, /files/ENCFF888NLH/	246977	ENCODE Processing Pipeline	30c16b25fd5f95fa596fe46b93713c0f		https://www.encodeproject.org/files/ENCFF651OAU/@@download/ENCFF651OAU.bed.gz				released	s3://encode-public/2022/01/01/d423bfb3-07ea-4a94-8644-479407d0a3be/ENCFF651OAU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/01/01/d423bfb3-07ea-4a94-8644-479407d0a3be/ENCFF651OAU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents, moderate library complexity		
ENCFF031LBW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR313VZG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FIP1L1-human	DNA			SDS	formaldehyde		2018-01-19	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF886VSQ/, /files/ENCFF020YTL/, /files/ENCFF693PBB/	63344	ENCODE Processing Pipeline	0265ee489fc99266cce97837f12ce49c		https://www.encodeproject.org/files/ENCFF031LBW/@@download/ENCFF031LBW.bed.gz				released	s3://encode-public/2018/01/09/a91aed64-d340-4e12-a3c9-fc4c195a63f4/ENCFF031LBW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/01/09/a91aed64-d340-4e12-a3c9-fc4c195a63f4/ENCFF031LBW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	low read length, mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity	insufficient read depth	
ENCFF093OUB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR313VZG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FIP1L1-human	DNA			SDS	formaldehyde		2018-01-19	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF940FLJ/, /files/ENCFF001TDO/, /files/ENCFF774WWH/, /files/ENCFF085CEK/	68983	ENCODE Processing Pipeline	0a4e7d993d80ecf65920797b2053a03d		https://www.encodeproject.org/files/ENCFF093OUB/@@download/ENCFF093OUB.bed.gz				released	s3://encode-public/2018/01/10/eacfa2f5-c30d-4d5a-8c46-54c023b19b72/ENCFF093OUB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/01/10/eacfa2f5-c30d-4d5a-8c46-54c023b19b72/ENCFF093OUB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	low read length, mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity	insufficient read depth	
ENCFF390VZU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR313VZG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FIP1L1-human	DNA			SDS	formaldehyde		2018-01-19	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF809XWW/, /files/ENCFF822EXO/, /files/ENCFF715RSL/, /files/ENCFF598EFH/	60805	ENCODE Processing Pipeline	4000b8c264b48c5695f1023473d80c9a		https://www.encodeproject.org/files/ENCFF390VZU/@@download/ENCFF390VZU.bed.gz				released	s3://encode-public/2020/12/01/41b0f4d2-f9f4-49ba-a213-9eb9a7d32ca2/ENCFF390VZU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/41b0f4d2-f9f4-49ba-a213-9eb9a7d32ca2/ENCFF390VZU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity	insufficient read depth	
ENCFF862WTX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR308LFD	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6736/'], '@type': ['Target', 'Item'], 'name': 'SRY-human', 'label': 'SRY', '@id': '/targets/SRY-human/', 'title': 'SRY (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '7307f876-0bd8-4b2e-a473-6865387d6823', 'status': 'released'}				SRY-human	DNA				formaldehyde		2022-07-15	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF689EHG/, /files/ENCFF356LFX/, /files/ENCFF616XHA/, /files/ENCFF380QRQ/, /files/ENCFF523HUD/	288934	ENCODE Processing Pipeline	55488c8e7f4da0f19fe7d0a15c33100c		https://www.encodeproject.org/files/ENCFF862WTX/@@download/ENCFF862WTX.bed.gz				released	s3://encode-public/2022/05/25/7a084cc9-772d-42da-ba75-ea91595dd3d5/ENCFF862WTX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/25/7a084cc9-772d-42da-ba75-ea91595dd3d5/ENCFF862WTX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF218BAR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR445ACU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SOX13-human	DNA						2016-06-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF692ZQU/, /files/ENCFF073XJD/, /files/ENCFF906YOV/, /files/ENCFF356LFX/, /files/ENCFF159DIX/	204897	ENCODE Processing Pipeline	df5037f6d051ed78602263f33d343fc3		https://www.encodeproject.org/files/ENCFF218BAR/@@download/ENCFF218BAR.bed.gz				released	s3://encode-public/2021/02/04/43b3fceb-d4d5-4000-92a6-c8def535a2fc/ENCFF218BAR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/43b3fceb-d4d5-4000-92a6-c8def535a2fc/ENCFF218BAR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
